Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
2,42,2,9500,1,1,166.0,1,6,35,10,9,122.4,1,0,0,1,0,0,20,0,0,6,6,4,8.47440963,0,0,6,11,4,15.12735816,0,11.3,3.7,1.45,1
1,39,1,9368,1,37,124.9,1,38,37,4,10,115.9,1,0,0,1,0,0,32,0,0,6,0,5,13.31365584,0,2,5,6,3,9.66374411,0,16.2,-0.4,1.28,1
1,32,1,8897,1,34,139.1,1,40,37,9,8,123.3,1,0,0,1,0,0,28,0,0,7,0,7,6.82167058,0,1,8,16,3,1.4e-06,0,12.3,1.3,0.68,1
1,1,1,9450,1,1,135.9,1,35,36,4,6,114.3,1,0,0,0,0,0,18,0,0,6,0,7,9.86843702,0,0,5,9,0,12.96012951,0,13.2,-0.8,-4.06,1
1,33,1,9342,1,21,139.9,1,39,1,3,11,104.0,0,0,0,1,0,0,19,0,0,6,7,0,12.15069999,0,0,6,9,4,13.41306319,0,13.1,-0.8,-1.72,1
1,17,1,9463,1,1,135.2,1,3,34,8,11,99.1,1,0,0,1,0,0,23,1,0,7,13,11,12.13112174,0,0,6,7,7,2.9e-06,0,11.9,2.6,-0.89,1
2,43,1,9509,1,1,121.5,1,4,2,4,9,113.1,1,0,0,1,1,0,20,0,0,6,0,0,12.3963501,0,0,6,18,0,14.19109713,0,7.6,1.8,0.81,1
1,17,1,9991,1,29,138.5,1,1,36,8,3,123.2,1,0,1,0,0,0,19,0,0,7,6,7,9.71281274,0,3,6,4,3,8.18459086,0,7.6,-0.8,0.4,0
1,45,2,9991,1,1,143.8,1,38,2,8,10,118.6,1,0,0,1,0,0,34,0,0,0,7,6,9.44847637,0,0,12,6,5,12.8568666,0,11.4,3.7,-1.4,1
1,1,1,8791,1,1,133.0,1,34,33,9,3,105.2,1,0,1,1,0,0,24,0,1,6,7,0,8.48377411,0,0,6,11,8,11.37759143,0,12.7,2.5,1.6,0
1,17,1,9431,1,1,133.6,1,36,16,9,8,113.6,0,0,0,1,0,0,32,0,0,6,0,2,12.7821481,0,0,6,16,7,9.84027102,2,9.0,-0.8,-2.02,1
1,40,1,9123,1,1,134.9,1,21,37,6,8,124.7,1,0,0,1,0,0,19,0,0,8,9,6,8.909806,0,14,7,9,0,7.08e-06,0,7.6,3.0,1.8,1
1,1,1,45,1,1,143.4,1,20,18,8,11,128.0,1,0,0,1,0,0,18,0,0,0,8,7,10.10513105,0,0,6,16,0,15.25463173,3,7.6,3.7,1.54,1
1,38,1,9016,1,1,142.8,1,1,39,9,9,128.6,1,0,0,1,1,0,18,0,0,6,8,6,11.65605001,0,8,10,13,3,9.79636589,0,12.1,-0.8,1.99,1
2,1,1,9423,1,1,139.4,1,39,35,9,11,116.9,1,0,0,1,0,0,30,0,0,5,6,7,12.94377075,0,0,13,9,4,11.27052079,6,10.2,1.1,-2.69,1
1,2,1,8877,1,1,142.0,1,37,34,8,9,126.8,1,0,0,0,1,0,20,0,0,6,6,4,10.17826781,0,0,6,8,0,13.19788637,0,9.3,1.9,0.83,1
1,1,1,8960,1,1,141.4,1,39,35,4,7,107.4,1,0,0,1,0,0,19,0,0,0,7,4,14.19457934,0,0,16,13,1,13.41779006,0,12.3,1.8,0.7,1
1,38,1,9532,1,1,134.4,1,1,36,8,9,111.5,1,0,0,1,0,0,43,0,0,7,4,6,9.92742079,0,0,6,19,4,14.15228535,12,13.5,1.7,-0.5,1
1,41,2,9445,1,1,142.4,1,18,35,3,12,112.2,0,0,0,1,0,0,24,0,0,6,7,6,14.52399855,0,0,5,7,0,13.08802606,1,13.3,1.3,0.87,1
1,1,1,9549,1,13,144.9,19,39,1,8,9,135.8,0,0,0,1,0,0,29,0,6,6,8,0,9.00706269,0,0,10,7,0,10.53152016,0,11.8,2.8,1.87,1
1,48,5,93,1,1,118.1,1,39,35,5,5,109.4,1,0,0,1,0,0,20,0,0,9,0,2,7.49e-06,0,0,0,10,0,11.38258685,0,12.0,2.9,-0.77,1
1,41,1,9672,1,1,133.7,1,2,35,8,10,118.2,1,0,0,1,0,0,19,0,0,5,7,5,11.72410128,3,0,5,9,4,8.59074272,0,12.1,3.1,0.38,1
1,1,1,9401,1,1,123.4,1,1,37,9,10,125.3,1,0,0,1,0,0,18,0,0,12,8,4,3.11e-06,0,0,6,17,3,9.47599166,0,14.1,3.7,-4.06,1
1,1,2,9162,1,1,126.8,1,37,1,5,7,124.4,1,0,0,1,0,0,29,0,0,6,7,3,10.53552685,3,4,6,7,3,11.76684819,0,13.5,-0.8,2.16,1
2,45,1,9476,1,1,129.9,1,37,35,1,8,114.3,1,0,0,1,0,0,18,0,0,6,9,5,11.27403996,0,0,9,13,5,11.50451475,0,12.0,3.1,3.51,1
3,34,2,7980,1,1,138.0,1,36,18,3,5,124.5,1,0,0,1,0,0,18,0,0,6,7,8,10.11866911,0,0,0,6,2,10.91606702,0,10.4,0.8,2.34,1
1,17,1,34,1,1,136.3,1,33,34,8,10,120.4,1,0,0,1,1,0,40,0,0,6,3,9,12.7056528,0,0,13,8,0,11.9098776,2,16.2,2.6,0.47,1
1,16,1,9062,1,1,133.1,1,2,36,9,7,128.9,1,0,0,1,0,0,29,0,0,6,7,6,9.09474753,0,0,5,10,11,12.73974986,0,11.7,1.6,-0.15,1
1,15,1,9004,1,1,136.5,1,36,34,8,11,134.6,1,0,0,1,0,0,29,0,0,6,0,5,9.75210392,0,0,0,9,0,9.38782626,0,16.2,-0.8,-2.53,1
1,41,1,9369,1,29,132.4,1,40,34,2,8,129.3,1,0,0,1,1,0,18,0,0,6,10,7,1.43e-06,0,0,6,8,5,14.13403426,0,12.6,-0.8,-0.59,1
1,38,1,9417,1,1,121.1,1,38,37,4,7,137.4,1,0,0,1,1,1,18,0,0,6,8,1,9.26898808,0,0,0,10,4,1.39e-05,0,15.5,0.7,1.23,1
1,1,4,9411,1,1,123.9,1,20,37,9,9,152.2,1,0,0,1,1,1,66,0,0,6,7,5,9.65145743,0,4,6,8,4,10.5826456,0,12.9,-0.1,-2.88,1
1,41,1,8888,1,1,122.9,1,5,37,9,6,113.1,1,0,0,1,1,0,19,0,0,6,5,4,11.5602341,0,5,6,17,4,11.88784369,3,16.2,-0.8,-0.14,1
1,45,1,9049,1,1,140.2,1,33,36,9,11,125.4,1,0,0,1,0,0,20,0,0,5,8,0,7.143e-05,0,0,6,11,4,8.56886446,0,10.6,0.4,-4.06,1
1,15,1,9053,1,1,145.4,1,36,34,8,8,122.9,1,0,0,1,1,0,20,0,11,6,6,3,8.61676865,0,0,6,9,6,15.15589303,2,8.9,3.1,-0.11,1
1,1,2,9991,1,1,137.6,1,37,1,8,7,119.5,0,0,0,1,0,0,20,0,0,5,17,6,11.35872928,0,0,13,22,5,9.56672557,0,12.9,3.0,0.53,1
1,37,1,7766,1,1,141.2,1,38,18,3,7,110.6,1,0,0,1,0,0,19,0,0,6,0,5,12.55848644,0,1,8,5,3,11.68937788,0,8.8,-0.3,1.42,1
1,1,1,9561,1,1,156.8,1,40,39,3,10,119.7,0,0,0,1,0,0,18,0,0,6,8,8,12.12031721,0,0,6,9,5,11.2951595,0,10.3,1.6,-0.88,1
1,41,2,9991,1,1,135.0,1,2,4,9,8,130.0,1,0,0,0,1,0,31,0,5,7,8,7,10.01424639,0,0,0,0,4,12.01276247,0,12.1,-0.8,0.01,0
2,42,5,9293,1,1,132.9,1,20,37,9,11,117.5,0,0,0,1,0,0,19,0,0,5,6,4,9.07743424,0,0,6,8,1,11.30373689,0,10.4,-0.8,-0.41,1
1,20,4,9097,1,1,137.5,1,38,1,7,7,114.2,1,0,0,1,0,0,18,0,0,6,7,2,9.95337231,0,0,6,26,3,12.0637945,0,12.2,-0.8,-2.62,1
1,43,1,9991,1,1,131.2,1,1,16,0,10,107.2,1,0,0,1,0,0,31,0,0,5,6,9,13.1500614,0,0,6,15,5,11.5374676,0,8.4,2.7,-4.06,1
1,31,2,9452,1,28,133.7,1,1,36,9,8,108.0,0,0,0,1,1,0,27,0,0,6,7,7,9.19005783,0,0,6,0,7,14.43934042,0,10.5,0.6,3.51,0
1,41,1,9561,1,24,156.4,1,35,1,2,10,132.5,1,0,0,1,0,0,29,0,0,6,0,6,13.97455085,0,0,6,6,1,9.80083241,0,11.0,-0.8,1.53,1
1,1,1,7726,0,10,120.6,1,1,34,8,7,141.0,1,0,0,1,0,0,44,0,0,5,8,0,9.59201089,0,0,6,5,2,13.56052349,0,8.5,1.6,-4.06,1
1,16,1,7903,1,1,138.0,1,37,15,3,9,112.7,0,0,0,1,0,0,19,0,0,6,6,5,8.50542473,0,0,5,5,3,10.99544093,0,14.6,3.7,-3.05,1
2,47,1,9723,1,27,132.5,1,17,37,8,4,118.4,1,0,0,0,0,0,53,0,0,8,9,8,12.01230063,0,0,7,15,6,13.0079404,0,12.1,-0.8,-4.06,1
1,46,1,9435,1,43,141.8,1,39,16,9,8,121.3,1,0,0,1,0,0,18,0,0,6,8,7,2.9e-07,0,0,0,0,0,10.16682534,0,7.6,-0.8,-0.84,1
1,15,2,9213,1,13,139.5,1,1,18,3,9,121.2,0,0,0,1,0,1,19,0,0,6,7,6,10.66370499,0,0,6,10,4,3.03e-06,0,7.6,3.0,3.51,1
1,1,1,9439,1,1,138.5,1,40,15,9,11,132.5,1,0,0,1,1,0,20,0,0,6,11,21,8.61441763,0,0,5,6,3,15.68145717,0,10.1,-0.2,3.51,1
1,42,3,8951,1,32,137.6,1,39,18,9,6,134.8,0,0,0,1,0,0,52,0,0,6,8,0,10.88922518,0,0,5,11,6,12.88797055,0,8.6,0.5,-1.32,1
1,37,1,9039,1,1,136.3,1,39,36,8,9,133.2,1,0,0,1,1,0,18,0,0,6,8,6,7.2e-07,0,0,6,10,1,12.36634076,0,9.5,1.8,3.51,1
1,41,2,9991,1,1,145.5,1,1,18,2,12,111.5,1,0,0,1,0,0,19,0,0,7,8,8,1.04e-06,0,0,6,7,5,15.57045333,0,12.0,0.4,-1.17,1
1,15,1,9352,1,1,190.0,1,35,35,9,5,110.6,1,0,0,1,0,0,19,0,0,6,0,0,11.73218284,0,5,7,24,1,10.2469178,0,12.0,-0.4,1.97,1
1,1,1,9436,1,27,135.2,1,37,33,2,8,167.3,1,0,0,1,0,0,31,0,0,6,4,4,9.9235263,0,12,0,10,2,13.02191262,0,13.1,1.4,1.05,1
1,30,1,8930,1,33,121.9,1,1,37,9,10,125.9,1,0,0,1,0,0,31,0,0,0,9,4,1.077e-05,0,0,0,9,3,13.16759618,0,12.9,2.8,0.02,1
1,12,1,8936,1,23,138.6,1,21,33,8,10,102.3,0,0,0,0,0,0,20,0,0,6,4,4,1.13e-06,0,0,6,8,4,13.54255422,0,12.9,0.6,-2.93,1
1,32,1,9058,1,1,128.3,1,40,1,8,8,136.5,1,0,0,1,1,0,51,0,0,8,7,4,8.65771804,0,5,6,12,4,10.68912283,0,7.6,2.5,3.51,1
1,38,3,9991,1,34,135.5,1,23,1,3,10,123.2,1,0,0,1,0,0,34,0,0,6,8,0,13.70580962,0,0,6,11,3,11.26329132,0,12.5,1.2,0.7,1
1,3,1,9520,1,33,136.1,1,6,37,8,11,116.9,0,0,0,1,0,1,20,0,0,6,0,8,9.42717544,0,0,6,7,3,12.36120811,0,9.9,1.0,-0.33,0
1,37,1,8943,1,1,138.2,1,37,1,8,8,134.6,1,0,0,1,0,1,18,0,0,5,7,5,10.53624222,0,0,0,10,3,10.24098461,0,13.9,-0.2,2.04,1
1,17,1,9772,1,1,142.8,1,4,34,2,10,111.0,0,0,0,1,0,0,35,0,0,6,5,8,3.47e-06,0,0,6,7,3,14.79461352,0,11.8,3.7,1.32,1
1,36,1,9451,1,1,136.0,1,21,16,9,9,142.6,0,0,0,1,0,0,19,0,0,6,4,8,10.12742752,0,0,6,8,3,2.74e-06,0,8.6,0.3,2.21,1
1,22,1,9421,1,1,138.4,1,39,33,3,9,160.5,0,0,0,1,0,0,45,0,0,0,6,8,10.53531323,0,0,8,15,5,13.35523111,0,9.0,-0.1,0.87,1
1,35,1,9991,1,1,139.2,1,37,37,4,129,121.1,1,0,0,1,0,0,38,0,0,6,4,8,10.44624993,0,0,15,11,2,3.93e-06,2,9.3,3.7,2.34,1
1,37,1,8929,1,8,139.2,1,1,37,8,8,120.8,0,0,0,1,0,0,49,0,0,6,7,7,9.80644591,0,3,6,20,6,13.71364147,0,14.2,0.6,-4.06,1
1,14,1,9674,1,1,139.4,1,35,34,2,11,95.9,0,0,0,1,0,0,20,0,0,0,9,10,2e-07,0,0,6,11,7,9.73315694,0,11.5,3.7,0.61,1
1,38,6,9594,1,22,178.1,1,1,34,9,11,129.7,0,0,0,1,0,0,19,0,0,6,8,0,10.38714128,0,0,5,16,2,14.27476271,0,11.0,0.0,-2.38,1
1,5,1,9422,1,17,127.1,1,4,35,2,6,111.1,0,0,0,1,0,0,53,0,0,6,0,9,11.17977878,0,0,6,7,2,10.86359085,0,12.8,-0.8,-1.21,1
1,44,1,8901,1,3,122.2,1,39,35,8,6,109.7,0,0,0,1,0,1,52,0,6,6,9,3,2.192e-05,0,0,5,0,5,13.70532695,0,12.9,1.4,-0.84,1
2,1,1,9491,1,1,139.0,1,36,34,1,10,110.3,1,0,0,1,0,0,44,0,0,6,6,14,9.03640679,0,0,6,9,4,12.7658124,0,13.3,3.7,2.2,0
1,44,1,9536,1,13,141.5,1,39,35,5,11,104.8,1,0,0,1,0,0,42,0,0,6,13,6,11.05029397,0,0,0,8,4,10.87055916,0,13.0,1.5,-0.32,1
1,39,1,9346,0,33,133.4,1,39,18,8,9,104.0,1,0,0,1,0,0,18,0,0,6,7,9,11.18212814,0,2,8,12,4,12.68730973,1,7.6,-0.3,0.11,1
1,15,1,9477,1,1,136.5,1,36,1,8,6,130.4,1,0,0,1,1,0,20,0,0,5,6,5,10.68763136,0,0,6,7,4,11.42847471,0,7.6,-0.8,3.51,1
1,19,1,9069,1,7,142.4,1,35,19,1,11,115.1,1,0,0,1,0,0,34,0,0,6,3,7,10.62107712,0,0,8,0,1,9.98812051,0,9.0,0.4,-4.06,1
1,34,1,9009,1,25,142.2,1,37,33,8,5,125.8,1,0,0,1,0,0,26,0,0,7,0,8,10.99258117,0,7,6,8,4,12.16701457,0,11.7,2.5,1.39,1
1,33,1,8840,1,1,113.9,1,39,37,10,8,133.8,1,0,0,1,0,0,19,0,0,6,9,2,10.11553591,0,0,8,8,5,15.14858318,0,12.5,1.6,-4.06,0
1,17,1,9335,1,1,136.0,1,20,1,8,11,96.6,1,0,0,1,1,0,19,0,11,6,8,0,9.80475724,0,0,0,11,0,10.24394521,5,11.2,1.2,-4.06,1
1,32,1,8932,1,1,118.1,1,1,36,3,7,157.6,1,0,0,1,0,0,25,0,10,6,0,3,2e-07,0,0,6,4,0,12.75579153,0,10.2,3.7,1.25,1
1,41,1,9402,1,1,142.4,1,38,36,10,10,113.1,0,0,0,1,0,0,20,0,0,6,8,0,12.39839015,0,0,8,11,4,9.99414032,0,11.7,3.7,-4.06,1
1,1,1,8938,1,1,141.7,1,1,36,9,11,96.4,1,0,0,1,0,0,19,0,0,6,0,7,1.68e-06,0,9,5,14,4,11.94413788,0,10.1,0.9,2.33,1
1,38,1,9448,1,1,142.9,1,17,1,1,7,129.6,1,0,0,1,0,0,53,0,0,6,5,5,13.34204918,0,0,6,10,6,9.87496192,0,9.8,-0.8,3.51,1
2,3,1,8974,1,1,189.9,1,3,3,4,10,106.9,1,0,0,1,0,1,20,0,0,0,7,3,8.37804192,0,0,5,9,3,9.47776901,0,7.6,2.8,-4.06,1
1,18,1,9458,0,1,131.2,1,23,33,8,8,113.8,1,0,0,1,0,0,41,0,0,6,7,0,14.11823259,0,0,6,7,3,12.23766581,0,11.1,1.6,2.25,1
1,42,1,9031,1,1,137.9,1,40,3,8,11,124.8,1,0,0,1,0,0,25,0,0,7,9,0,10.2167,0,0,5,11,10,3.5e-07,0,12.2,-0.8,-0.8,1
1,5,2,9399,1,4,153.3,1,6,3,8,10,101.6,0,0,0,1,1,0,19,0,0,6,0,1,1.3e-07,0,0,12,24,3,14.73273327,0,8.5,-0.2,-3.1,1
1,35,3,9488,1,1,190.0,1,39,1,3,9,102.0,1,0,0,1,0,0,19,0,0,6,0,6,9.97136932,0,0,0,7,3,14.40980234,0,12.6,2.9,1.33,1
1,41,2,9363,1,1,139.9,1,20,1,4,7,103.6,1,0,0,1,0,0,18,0,0,16,7,3,10.13869088,0,4,6,10,7,10.7670949,0,8.8,-0.8,3.51,1
1,31,4,9168,0,1,111.7,1,1,38,8,6,130.1,1,0,0,1,0,0,19,0,0,6,6,5,4.51e-06,0,0,6,15,3,15.84301418,0,7.6,-0.8,3.51,1
1,7,1,8364,1,1,142.5,1,1,35,9,10,128.5,1,0,0,1,0,0,19,0,0,6,6,0,8.27993598,0,0,11,28,0,14.40775892,0,7.6,0.3,-4.06,1
2,1,1,8964,1,1,121.8,1,36,37,9,7,124.4,0,0,0,1,0,0,19,0,0,6,7,7,8.80641653,0,0,6,16,3,12.91609044,0,12.5,-0.8,3.51,1
1,47,1,8991,0,15,134.1,1,39,16,8,7,122.4,1,0,0,1,0,0,18,0,0,8,3,3,10.05514863,0,0,0,16,0,12.8569646,0,16.2,-0.8,-3.04,1
1,41,1,9991,1,24,140.4,1,1,38,1,11,113.9,1,0,0,1,0,0,27,0,0,6,7,6,9.6394979,0,0,5,12,3,11.79522168,0,9.4,1.7,3.51,1
1,12,1,9549,1,1,137.4,1,38,36,1,9,123.0,0,0,0,1,0,0,26,0,0,7,8,5,13.64946974,0,1,6,13,0,9.96709466,1,10.3,1.4,-2.53,1
1,16,1,8931,1,1,137.1,1,17,34,8,9,116.6,1,0,0,1,0,0,30,0,0,6,0,4,8.56713363,0,7,5,16,8,15.73597644,0,7.6,-0.1,1.82,1
1,12,2,7632,1,1,124.9,1,1,3,9,13,113.9,1,0,0,1,0,0,23,0,0,6,7,0,13.45168925,0,0,6,17,0,13.64834037,0,10.1,-0.8,1.3,1
1,3,1,8923,1,3,125.3,1,39,35,9,11,120.5,1,0,0,1,0,0,43,0,5,8,7,1,9.02036448,0,0,6,8,7,4.182e-05,2,12.3,-0.8,2.25,1
1,35,1,9991,1,1,134.0,1,34,36,6,10,122.9,1,0,0,1,0,0,19,0,0,5,5,4,11.48649869,0,0,9,8,0,11.12369163,0,11.7,1.4,-0.43,1
1,39,1,9474,1,1,139.8,25,39,1,4,7,132.9,1,0,0,1,1,0,18,0,0,6,7,4,9.00219834,0,0,5,7,3,9.81385322,0,9.4,0.9,-0.24,1
1,1,1,9082,1,1,137.7,1,3,33,8,4,112.9,1,0,0,1,0,0,19,0,0,7,6,7,9.43583154,0,10,6,6,0,11.87318629,2,12.3,1.4,3.51,1
1,1,1,9991,1,1,126.3,1,24,37,9,10,133.5,1,0,0,1,0,0,18,0,0,12,16,0,9.31558082,0,0,6,11,3,13.98001441,0,10.7,1.6,3.51,1
2,36,1,9991,1,1,142.0,1,33,17,1,10,121.4,0,0,0,1,0,1,18,0,0,6,8,8,13.18665807,0,0,8,11,5,11.21713904,0,11.9,-0.8,-1.24,0
2,47,1,9078,1,1,139.4,1,4,16,1,10,121.4,1,0,0,1,0,0,19,0,0,7,10,7,12.39682559,0,0,13,11,3,15.14904643,0,7.6,-0.8,-4.06,1
1,1,1,9441,1,8,138.2,1,38,17,101,5,104.7,1,0,0,1,0,0,59,0,0,6,12,5,8.99899881,0,0,0,9,3,14.02944224,0,14.5,-0.4,-2.91,1
1,43,1,9333,1,7,137.5,1,38,1,9,6,128.9,0,0,0,1,0,0,19,0,0,6,9,7,10.97104757,0,0,6,0,7,12.02388824,0,13.1,3.1,3.51,1
1,1,2,9991,1,1,139.1,1,37,17,9,8,123.8,1,0,0,1,0,0,19,0,0,6,6,2,12.64562123,0,0,6,7,0,10.72167975,0,11.2,0.7,1.23,1
1,18,1,9592,1,1,132.1,1,21,16,2,4,124.7,0,0,0,1,0,0,19,0,0,6,7,4,9.45775506,0,0,5,7,4,11.34998982,0,12.2,3.7,0.81,1
1,1,1,8955,1,1,139.0,1,40,34,9,9,114.0,1,0,0,1,1,0,42,0,6,6,0,4,13.84414864,0,0,6,7,0,9.78743873,12,11.4,0.4,0.05,1
1,38,1,9622,1,1,131.7,1,3,35,2,165,117.0,1,0,0,1,1,0,18,0,0,7,6,16,1.787e-05,0,0,6,5,4,14.86404776,0,12.6,2.7,-1.93,1
1,39,1,7798,1,5,135.4,1,36,34,5,11,95.8,1,0,0,1,0,0,20,0,11,5,7,6,1.656e-05,0,0,6,5,0,13.08281325,0,12.1,0.1,1.87,1
1,41,2,9274,1,1,124.4,1,2,1,7,11,107.6,1,0,0,1,0,0,31,0,0,6,8,5,8.40736768,0,0,8,21,6,12.79367413,0,7.6,0.7,3.51,1
4,1,1,8895,1,1,135.5,1,1,1,9,10,133.1,1,0,0,1,0,0,27,0,0,6,0,8,4.29e-06,0,0,5,7,7,10.54398519,0,8.8,-0.8,3.51,1
1,42,1,9158,1,1,117.8,1,3,21,4,9,115.3,1,0,0,1,0,0,30,0,0,7,7,4,11.19825836,0,3,5,12,1,10.00433316,0,14.5,-0.8,-0.96,1
1,16,1,9460,1,1,124.3,1,39,35,9,10,99.4,0,0,0,1,0,0,19,0,2,8,11,0,10.09733096,0,0,6,14,4,10.81255488,0,7.6,0.6,3.51,1
1,47,1,8999,1,1,142.2,1,37,33,2,1,103.1,1,0,0,1,0,0,42,0,0,6,8,3,10.64356186,0,0,6,5,1,11.00930092,0,7.6,3.1,3.51,1
1,32,2,9432,1,8,127.9,1,36,37,9,10,121.5,0,0,0,1,0,0,19,0,0,6,6,5,11.17942397,0,0,6,22,4,15.0064315,0,7.6,1.4,-4.06,0
1,1,1,9086,1,1,141.8,1,1,35,10,7,111.8,0,0,0,1,1,0,18,0,2,6,7,1,9.164382,0,4,6,15,4,15.13965259,0,10.7,1.0,1.42,1
1,1,1,8997,1,1,127.5,1,38,1,8,4,134.9,1,0,0,1,0,0,29,0,0,6,11,0,10.95042325,0,0,6,8,4,12.34110872,0,10.3,2.7,0.38,1
1,44,1,7677,1,1,142.4,1,1,34,3,11,113.3,1,0,0,1,0,0,30,0,0,6,7,6,8.80870375,0,0,6,16,3,12.30704546,0,10.2,-0.3,-3.11,1
1,39,2,9445,1,11,127.9,1,39,36,9,9,128.0,1,0,0,1,0,0,19,0,0,8,0,3,10.92598101,0,0,6,7,5,13.09022658,0,12.8,-0.8,3.51,1
1,40,1,9130,1,1,140.7,1,39,35,9,9,97.7,0,0,0,1,0,0,19,0,0,6,7,6,7.67171703,0,0,8,10,3,12.65662501,0,10.3,0.9,-1.08,1
2,13,1,8809,1,1,141.9,1,33,33,8,12,106.5,1,0,0,1,0,0,18,0,0,6,8,10,15.02631709,0,0,5,4,1,10.24623492,0,10.2,1.8,0.96,1
1,1,1,9101,1,1,96.9,1,37,36,9,6,104.9,1,0,0,1,0,1,64,0,0,6,6,5,12.01413324,0,0,8,15,4,15.56618847,0,13.7,-0.8,-2.4,1
1,16,3,9239,1,30,128.4,1,38,20,4,12,127.4,1,0,0,1,1,1,21,0,0,7,8,2,12.83748402,0,0,6,16,0,12.76119221,0,10.8,0.1,3.51,1
1,35,1,9385,1,1,118.0,1,17,35,9,9,118.1,1,0,0,1,1,0,19,0,3,6,11,5,9.04408926,0,0,6,7,5,9.89882187,0,12.7,-0.8,-1.38,1
1,1,1,8916,1,1,136.6,1,38,1,8,12,131.2,1,0,0,1,0,0,19,0,0,6,5,5,7.8521815,0,0,8,18,3,8.30809112,0,7.6,0.5,2.12,1
1,1,1,8937,1,1,140.1,1,38,33,8,7,124.2,0,0,0,1,0,1,18,0,0,5,6,12,3.46e-06,0,0,5,7,4,11.23606124,0,7.6,-0.8,2.01,1
1,37,1,9478,1,1,133.3,1,1,34,166,7,157.4,1,0,0,1,0,0,48,0,0,6,7,0,11.15653998,0,0,6,10,11,12.1835059,0,13.9,3.7,-1.63,1
1,40,1,9445,1,1,173.8,1,22,1,10,8,97.3,1,0,1,0,0,0,64,0,0,5,0,17,3.5e-07,0,0,8,17,4,11.44406394,0,9.4,2.9,-0.69,1
1,1,1,9315,1,3,112.6,1,36,1,8,9,120.5,1,0,0,1,0,0,19,0,0,7,0,2,10.47592435,0,0,7,17,6,9.60934013,0,12.1,-0.8,-4.06,1
1,35,1,9390,1,1,137.9,1,3,35,2,5,107.2,1,0,0,1,0,0,28,0,0,6,0,2,11.63743825,0,0,0,7,4,12.51310006,0,7.6,0.6,2.37,1
2,48,1,8960,1,1,135.5,1,41,34,8,10,125.9,1,0,0,1,0,0,19,0,0,6,0,4,9.74393609,0,0,6,0,5,15.31952319,1,8.7,0.2,-4.06,1
1,35,1,9350,0,14,136.0,1,4,1,9,5,98.8,1,0,0,1,0,0,18,0,0,17,0,0,11.61523955,0,0,6,9,4,11.39442772,0,12.0,-0.1,1.08,1
1,16,1,9488,1,1,143.3,1,39,16,8,8,112.9,0,0,0,1,0,0,19,0,0,6,7,6,12.53522374,0,0,6,8,4,12.56502754,0,7.6,-0.8,0.46,0
1,41,2,8964,1,1,137.6,1,35,38,8,7,122.8,1,0,0,1,1,0,18,0,0,7,12,0,8.59105496,0,0,6,5,4,8.91465438,0,11.5,3.7,0.46,1
1,1,1,9463,1,1,134.8,1,31,1,3,10,96.4,1,0,0,1,0,0,34,0,0,6,6,4,9.01977383,0,0,6,17,1,14.78335072,0,13.1,3.7,-4.06,1
3,6,1,9991,1,1,138.6,1,39,36,8,7,117.2,0,0,0,1,0,0,19,0,15,6,0,7,13.15648035,0,0,5,4,0,8.98903821,0,11.9,1.3,0.48,1
1,1,1,8955,1,1,134.1,1,38,20,8,6,134.3,1,0,0,1,0,0,37,0,0,6,7,0,8.65018391,0,0,6,7,3,14.75820329,0,15.6,0.7,2.3,1
1,1,1,9381,1,1,133.9,1,35,19,5,10,123.0,0,0,0,1,0,1,27,0,9,6,4,0,14.61751623,0,2,6,17,0,12.30841439,0,12.3,1.3,1.0,0
1,3,1,8903,1,24,137.0,1,39,35,0,11,131.3,1,0,0,0,0,0,19,0,0,6,4,6,11.96203678,0,0,11,11,5,13.35697089,0,7.6,0.0,0.04,0
1,13,1,9387,1,1,145.6,1,38,19,8,9,123.9,1,0,0,1,0,0,19,0,0,7,9,5,9.39615485,0,0,7,6,1,10.89939347,0,16.2,0.2,-4.06,1
2,1,2,9416,1,1,135.7,2,38,35,4,11,121.2,1,1,0,1,0,0,21,0,0,6,5,5,10.09585375,0,0,8,15,0,12.96787776,0,10.3,0.3,-1.67,1
1,42,1,8824,1,1,140.7,1,37,18,86,8,111.7,1,0,0,1,0,1,18,0,0,6,8,0,9.3954548,0,0,6,7,3,12.96354172,0,12.5,1.4,0.89,1
1,32,2,9991,1,1,134.5,1,40,1,3,11,122.9,1,0,0,1,0,0,20,0,0,6,0,5,1.21e-06,0,0,5,10,7,9.47850815,0,10.4,1.0,1.98,1
1,35,1,7428,1,1,132.8,1,35,35,9,8,125.3,1,0,0,1,1,0,30,0,0,5,0,2,9.93364352,0,0,6,10,3,13.26372816,0,7.6,2.7,3.51,0
